time,voltage
0.0,10.0
0.001,10.3091731944386
0.002,10.608172479575849
0.003,10.896702779215945
0.004,11.174479348787822
0.005,11.441228056353687
0.006,11.696685653144133
0.007,11.9406000333529
0.008,12.17273048293486
0.009000000000000001,12.392847917161724
0.01,12.60073510670101
0.011,12.796186891995168
0.012,12.979010385729293
0.013000000000000001,13.149025163187616
0.014,13.306063440310924
0.015,13.449970239279146
0.016,13.58060354145579
0.017,13.69783442754315
0.018000000000000002,13.801547204810117
0.019,13.891639521266924
0.02,13.968022466674206
0.021,14.030620660286669
0.022,14.079372325244789
0.023,14.114229349541114
0.024,14.135157333501002
0.025,14.142135623730951
0.026000000000000002,14.135157333501002
0.027,14.114229349541114
0.028,14.07937232524479
0.029,14.030620660286669
0.03,13.968022466674206
0.031,13.891639521266924
0.032,13.801547204810117
0.033,13.69783442754315
0.034,13.580603541455787
0.035,13.449970239279146
0.036000000000000004,13.306063440310924
0.037,13.14902516318762
0.038,12.979010385729293
0.039,12.79618689199517
0.04,12.60073510670101
0.041,12.392847917161724
0.042,12.172730482934858
0.043000000000000003,11.940600033352899
0.044,11.696685653144133
0.045,11.441228056353689
0.046,11.174479348787822
0.047,10.896702779215943
0.048,10.608172479575849
0.049,10.3091731944386
0.05,10.0
0.051000000000000004,9.680958012876033
0.052000000000000005,9.352362088989581
0.053,9.014536512845659
0.054,8.667814677501738
0.055,8.31253875554907
0.056,7.94905936142964
0.057,7.577735205422049
0.058,7.198932739637762
0.059000000000000004,6.813025796377136
0.06,6.420395219202063
0.061,6.02142848708934
0.062,5.616519332035734
0.063,5.206067350492008
0.064,4.790477609009468
0.065,4.370160244488211
0.066,3.945530059421481
0.067,3.517006112535724
0.068,3.0850113052301804
0.069,2.64997196422431
0.07,2.2123174208247445
0.07100000000000001,1.7724795872271368
0.07200000000000001,1.3308925302709946
0.073,0.8879920430680786
0.074,0.44421521492723404
0.075,8.881784197001252e-16
0.076,-0.44421521492722515
0.077,-0.8879920430680768
0.078,-1.3308925302709929
0.079,-1.7724795872271404
0.08,-2.21231742082474
0.081,-2.6499719642243145
0.082,-3.085011305230185
0.083,-3.517006112535727
0.084,-3.9455300594214844
0.085,-4.37016024448821
0.08600000000000001,-4.790477609009471
0.08700000000000001,-5.206067350492005
0.088,-5.616519332035731
0.089,-6.021428487089336
0.09,-6.42039521920206
0.091,-6.813025796377135
0.092,-7.198932739637763
0.093,-7.577735205422044
0.094,-7.949059361429641
0.095,-8.312538755549067
0.096,-8.667814677501738
0.097,-9.014536512845657
0.098,-9.35236208898958
0.099,-9.680958012876035
0.1,-9.999999999999998
0.101,-10.309173194438602
0.10200000000000001,-10.608172479575849
0.10300000000000001,-10.896702779215946
0.10400000000000001,-11.174479348787822
0.105,-11.441228056353687
0.106,-11.69668565314413
0.107,-11.940600033352899
0.108,-12.172730482934858
0.109,-12.392847917161724
0.11,-12.60073510670101
0.111,-12.79618689199517
0.112,-12.979010385729293
0.113,-13.149025163187616
0.114,-13.306063440310922
0.115,-13.449970239279146
0.116,-13.58060354145579
0.117,-13.69783442754315
0.11800000000000001,-13.801547204810117
0.11900000000000001,-13.891639521266924
0.12,-13.968022466674205
0.121,-14.030620660286669
0.122,-14.079372325244789
0.123,-14.114229349541114
0.124,-14.135157333501002
0.125,-14.142135623730951
0.126,-14.135157333501002
0.127,-14.114229349541114
0.128,-14.079372325244789
0.129,-14.030620660286669
0.13,-13.968022466674206
0.131,-13.891639521266924
0.132,-13.801547204810117
0.133,-13.697834427543148
0.134,-13.58060354145579
0.135,-13.449970239279148
0.136,-13.30606344031092
0.137,-13.149025163187616
0.138,-12.979010385729293
0.139,-12.796186891995168
0.14,-12.60073510670101
0.14100000000000001,-12.392847917161719
0.14200000000000002,-12.172730482934856
0.14300000000000002,-11.940600033352897
0.14400000000000002,-11.696685653144133
0.145,-11.441228056353687
0.146,-11.174479348787823
0.147,-10.89670277921595
0.148,-10.608172479575856
0.149,-10.3091731944386
0.15,-10.000000000000002
0.151,-9.680958012876037
0.152,-9.352362088989588
0.153,-9.014536512845664
0.154,-8.667814677501736
0.155,-8.312538755549072
0.156,-7.949059361429644
0.157,-7.577735205422056
0.158,-7.198932739637762
0.159,-6.813025796377138
0.16,-6.420395219202064
0.161,-6.021428487089345
0.162,-5.61651933203573
0.163,-5.206067350492004
0.164,-4.7904776090094705
0.165,-4.370160244488214
0.166,-3.9455300594214755
0.167,-3.517006112535718
0.168,-3.085011305230182
0.169,-2.6499719642243136
0.17,-2.212317420824747
0.171,-1.7724795872271315
0.17200000000000001,-1.3308925302709902
0.17300000000000001,-0.8879920430680759
0.17400000000000002,-0.4442152149272296
0.17500000000000002,9.769962616701378e-15
0.176,0.4442152149272225
0.177,0.8879920430680688
0.178,1.3308925302709858
0.179,1.7724795872271377
0.18,2.212317420824739
0.181,2.6499719642243065
0.182,3.085011305230177
0.183,3.5170061125357144
0.184,3.9455300594214835
0.185,4.3701602444882095
0.186,4.790477609009463
0.187,5.206067350491997
0.188,5.616519332035736
0.189,6.02142848708934
0.19,6.420395219202058
0.191,6.813025796377134
0.192,7.198932739637767
0.193,7.57773520542205
0.194,7.94905936142964
0.195,8.312538755549067
0.196,8.667814677501731
0.197,9.01453651284566
0.198,9.352362088989583
0.199,9.680958012876033
0.2,9.999999999999998
0.201,10.309173194438602
0.202,10.608172479575853
0.203,10.896702779215945
0.20400000000000001,11.17447934878782
0.20500000000000002,11.441228056353692
0.20600000000000002,11.696685653144137
0.20700000000000002,11.9406000333529
0.20800000000000002,12.17273048293486
0.209,12.392847917161715
0.21,12.60073510670101
0.211,12.796186891995166
0.212,12.97901038572929
0.213,13.149025163187613
0.214,13.306063440310922
0.215,13.449970239279146
0.216,13.580603541455787
0.217,13.697834427543146
0.218,13.801547204810117
0.219,13.891639521266924
0.22,13.968022466674206
0.221,14.030620660286669
0.222,14.07937232524479
0.223,14.114229349541114
0.224,14.135157333501002
0.225,14.142135623730951
0.226,14.135157333501002
0.227,14.114229349541114
0.228,14.079372325244789
0.229,14.030620660286669
0.23,13.968022466674206
0.231,13.891639521266924
0.232,13.801547204810117
0.233,13.69783442754315
0.234,13.58060354145579
0.23500000000000001,13.449970239279143
0.23600000000000002,13.306063440310918
0.23700000000000002,13.149025163187616
0.23800000000000002,12.979010385729293
0.23900000000000002,12.79618689199517
0.24,12.600735106701013
0.241,12.392847917161728
0.242,12.172730482934863
0.243,11.940600033352906
0.244,11.696685653144133
0.245,11.441228056353689
0.246,11.174479348787825
0.247,10.89670277921595
0.248,10.608172479575849
0.249,10.3091731944386
0.25,10.000000000000004
0.251,9.680958012876038
0.252,9.352362088989588
0.253,9.014536512845657
0.254,8.667814677501738
0.255,8.312538755549063
0.256,7.9490593614296365
0.257,7.577735205422044
